lv0,lv1,lv2,aux
경기도,성남시,중원구,성남동 은행동 갈현동 중앙동 상대원동 여수동 하대원동 금광동 도촌동
경기도,수원시,권선구,곡반정동 장지동 탑동 대황교동 평리동 금곡동 권선동 호매실동 세류동 입북동 평동 오목천동 고색동 서둔동 당수동 구운동
경기도,수원시,영통구,원천동 매탄동 영통동 신동 이의동 망포동 하동
경기도,수원시,장안구,송죽동 율전동 하광교동 연무동 파장동 영화동 정자동 조원동 이목동 상광교동 천천동
경기도,수원시,팔달구,매향동 북수동 장안동 교동 남창동 남수동 중동 매교동 영동 구천동 우만동 지동 인계동 신풍동 고등동 화서동
경기도,시흥시,거모동,거모동
경기도,시흥시,계수동,계수동
경기도,시흥시,과림동,과림동
경기도,시흥시,광석동,광석동
경기도,시흥시,군자동,군자동
경기도,시흥시,금이동,금이동
경기도,시흥시,논곡동,논곡동
경기도,시흥시,능곡동,능곡동
경기도,시흥시,대야동,대야동
경기도,시흥시,도창동,도창동
경기도,시흥시,매화동,매화동
경기도,시흥시,목감동,목감동
경기도,시흥시,무지내동,무지내동
경기도,시흥시,물왕동,물왕동
경기도,시흥시,미산동,미산동
경기도,시흥시,방산동,방산동
경기도,시흥시,배곧동,배곧동
경기도,시흥시,산현동,산현동
경기도,시흥시,신천동,신천동
경기도,시흥시,안현동,안현동
경기도,시흥시,월곶동,월곶동
경기도,시흥시,은행동,은행동
경기도,시흥시,장곡동,장곡동
경기도,시흥시,장현동,장현동
경기도,시흥시,정왕동,정왕동
경기도,시흥시,조남동,조남동
경기도,시흥시,죽율동,죽율동
경기도,시흥시,포동,포동
경기도,시흥시,하상동,하상동
경기도,시흥시,하중동,하중동
경기도,시흥시,화정동,화정동
경기도,안산시,단원구,원곡동 초지동 와동 선감동 원시동 선부동 신길동 성곡동 대부북동 대부동동 풍도동 고잔동 대부남동 화정동 목내동
경기도,안산시,상록구,이동 사사동 부곡동 팔곡이동 성포동 양상동 건건동 장하동 팔곡일동 일동 월피동 수암동 장상동 본오동 사동
경기도,안성시,가사동,가사동
경기도,안성시,가현동,가현동
경기도,안성시,계동,계동
경기도,안성시,고삼면,대갈리 월향리 삼은리 가유리 쌍지리 봉산리 신창리
경기도,안성시,공도읍,만정리 승두리 양기리 건천리 신두리 중복리 진사리 용두리 불당리 마정리 웅교리
경기도,안성시,구포동,구포동
경기도,안성시,금광면,사흥리 장죽리 옥정리 신양복리 현곡리 석하리 개산리 오흥리 상중리 내우리 한운리 삼흥리 금광리 오산리
경기도,안성시,금산동,금산동
경기도,안성시,금석동,금석동
경기도,안성시,낙원동,낙원동
경기도,안성시,당왕동,당왕동
경기도,안성시,대덕면,명당리 건지리 소내리 소현리 신령리 내리 무능리 토현리 모산리 대농리 보동리 삼한리 죽리 진현리
경기도,안성시,대천동,대천동
경기도,안성시,도기동,도기동
경기도,안성시,동본동,동본동
경기도,안성시,명륜동,명륜동
경기도,안성시,미양면,고지리 구수리 후평리 보체리 강덕리 개정리 계륵리 구례리 양변리 법전리 진촌리 신계리 정동리 용두리 마산리 신기리 양지리 갈전리
경기도,안성시,발화동,발화동
경기도,안성시,보개면,동평리 남풍리 동신리 적가리 기좌리 내방리 복평리 가율리 상삼리 불현리 북좌리 오두리 북가현리 이전리 신안리 구사리 양복리 신장리 곡천리
경기도,안성시,봉남동,봉남동
경기도,안성시,봉산동,봉산동
경기도,안성시,사곡동,사곡동
경기도,안성시,삼죽면,마전리 미장리 내장리 율곡리 진촌리 용월리 기솔리 덕산리 내강리 배태리
경기도,안성시,서운면,신기리 인리 오촌리 양촌리 북산리 송정리 신능리 송산리 현매리 동촌리 청용리 신흥리 산평리 신촌리
경기도,안성시,서인동,서인동
경기도,안성시,석정동,석정동
경기도,안성시,성남동,성남동
경기도,안성시,숭인동,숭인동
경기도,안성시,신건지동,신건지동
경기도,안성시,신모산동,신모산동
경기도,안성시,신소현동,신소현동
경기도,안성시,신흥동,신흥동
경기도,안성시,아양동,아양동
경기도,안성시,양성면,장서리 덕봉리 삼암리 노곡리 난실리 필산리 구장리 도곡리 동항리 이현리 조일리 명목리 방축리 산정리 추곡리 방신리 미산리 석화리
경기도,안성시,연지동,연지동
경기도,안성시,영동,영동
경기도,안성시,옥산동,옥산동
경기도,안성시,옥천동,옥천동
경기도,안성시,원곡면,산하리 성주리 지문리 외가천리 성은리 반제리 칠곡리 내가천리
경기도,안성시,인지동,인지동
경기도,안성시,일죽면,산북리 장암리 능국리 월정리 주천리 고은리 금산리 신흥리 방초리 화봉리 죽림리 당촌리 송천리 화곡리 가리
경기도,안성시,죽산면,매산리 당목리 장원리 칠장리 용설리 장계리 장능리 죽산리 두현리 두교리
경기도,안성시,중리동,중리동
경기도,안성시,창전동,창전동
경기도,안성시,현수동,현수동
경기도,안양시,동안구,호계동 안양동 관양동 평촌동 비산동
경기도,안양시,만안구,안양동 박달동 석수동
경기도,양주시,고암동,고암동
경기도,양주시,고읍동,고읍동
경기도,양주시,광사동,광사동
경기도,양주시,광적면,광석리 효촌리 덕도리 석우리 가납리 비암리 우고리
경기도,양주시,남면,입암리 신암리 경신리 황방리 구암리 상수리 신산리 매곡리 한산리 두곡리
경기도,양주시,남방동,남방동
경기도,양주시,덕계동,덕계동
경기도,양주시,덕정동,덕정동
경기도,양주시,마전동,마전동
경기도,양주시,만송동,만송동
경기도,양주시,백석읍,가업리 기산리 복지리 홍죽리 연곡리 오산리 방성리
경기도,양주시,봉양동,봉양동
경기도,양주시,산북동,산북동
경기도,양주시,삼숭동,삼숭동
경기도,양주시,어둔동,어둔동
경기도,양주시,옥정동,옥정동
경기도,양주시,유양동,유양동
경기도,양주시,율정동,율정동
경기도,양주시,은현면,하패리 도하리 봉암리 선암리 용암리 운암리
경기도,양주시,장흥면,교현리 부곡리 삼상리 삼하리 석현리 울대리 일영리
경기도,양주시,회암동,회암동
경기도,양주시,회정동,회정동
경기도,양평군,강상면,세월리 병산리 교평리 화양리 송학리 신화리 대석리
경기도,양평군,강하면,성덕리 왕창리 전수리 운심리 항금리 동오리
경기도,양평군,개군면,부리 자연리 구미리 석장리 상자포리 계전리 향리 내리 하자포리 공세리 주읍리 불곡리 앙덕리
경기도,양평군,단월면,봉상리 석산리 덕수리 보룡리 산음리 향소리 명성리 부안리 삼가리
경기도,양평군,서종면,서후리 정배리 노문리 도장리 문호리 수능리 수입리 명달리
경기도,양평군,양동면,금왕리 계정리 석곡리 단석리 고송리 삼산리 쌍학리 매월리
경기도,양평군,양서면,신원리 증동리 도곡리 복포리 양수리 대심리 국수리 부용리 청계리 용담리 목왕리
경기도,양평군,양평읍,봉성리 오빈리 덕평리 백안리 도곡리 대흥리 신애리 양근리 회현리 원덕리 공흥리 창대리
경기도,양평군,옥천면,용천리 아신리 옥천리 신복리
경기도,양평군,용문면,덕촌리 금곡리 마룡리 다문리 화전리 광탄리 삼성리 중원리 연수리 오촌리 조현리 신점리 망능리
경기도,양평군,지평면,대평리 지평리 수곡리 옥현리 무왕리 월산리 일신리 망미리 곡수리 송현리
경기도,양평군,청운면,용두리 신론리 비룡리 도원리 다대리 삼성리 여물리 갈운리 가현리
경기도,여주시,가남읍,삼군리 양귀리 금곡리 심석리 안금리 신해리 오산리 연대리 태평리 금당리 본두리 정단리 하귀리 삼승리 화평리 건장리 상활리 은봉리 대신리 송림리
경기도,여주시,가업동,가업동
경기도,여주시,강천면,굴암리 강천리 가야리 도전리 적금리 부평리 걸은리 간매리 이호리
경기도,여주시,교동,교동
경기도,여주시,금사면,이포리 장흥리 금사리 소유리 전북리 하호리 도곡리 궁리 주록리 외평리 상호리
경기도,여주시,능현동,능현동
경기도,여주시,단현동,단현동
경기도,여주시,대신면,초현리 옥촌리 송촌리 천서리 율촌리 당남리 후포리 도롱리 장풍리 당산리 윤촌리 양촌리 보통리 가산리 상구리 천남리 하림리 무촌리 계림리
경기도,여주시,매룡동,매룡동
경기도,여주시,멱곡동,멱곡동
경기도,여주시,북내면,내룡리 주암리 외룡리 가정리 석우리 상교리 덕산리 중암리 서원리 신접리 당우리 지내리 운촌리 신남리 장암리
경기도,여주시,산북면,용담리 후리 주어리 상품리 송현리 백자리 명품리
경기도,여주시,삼교동,삼교동
경기도,여주시,상거동,상거동
경기도,여주시,상동,상동
경기도,여주시,세종대왕면,용은리 내양리 광대리 백석리 오계리 신지리 매화리 왕대리 마래리 양거리 구양리 번도리 매류리
경기도,여주시,신진동,신진동
경기도,여주시,연라동,연라동
경기도,여주시,연양동,연양동
경기도,여주시,오금동,오금동
경기도,여주시,오학동,오학동
경기도,여주시,우만동,우만동
경기도,여주시,월송동,월송동
경기도,여주시,점동면,성신리 뇌곡리 삼합리 부구리 장안리 사곡리 도리 처리 청안리 관한리 흔암리 원부리 덕평리 현수리 당진리
경기도,여주시,점봉동,점봉동
경기도,여주시,창동,창동
경기도,여주시,천송동,천송동
경기도,여주시,하거동,하거동
경기도,여주시,하동,하동
경기도,여주시,현암동,현암동
경기도,여주시,홍문동,홍문동
경기도,여주시,흥천면,귀백리 신근리 하다리 문장리 내사리 상백리 효지리 복대리 상대리 율극리 대당리 외사리 다대리 계신리
