year,region,tags,title,background,content,effect
2021,세종특별자치시 (광역),문화,세종 합강캠핑장 이용권 지급,코로나19로 어려움을 겪고 있는 임차 상인의 위기 극복을 위하여 상가건물 임대인의 임대료 인하 상생협약 체결의 적극적 동참 유도 방안이 필요함,"찾아가는 「착한 임대인」 상생 협약식을 개최함
(시정 참여기회 제공) 관심 위원회 위촉(자격조건 충족 시) 등 적극적 참여기회 제공, 주요 간행물 송부, 시청 주요행사 초청 등 예우 및 합강캠핑장 이용권 제공 등의 혜택을 제공함",착한임대인 운동을 실현하는 임대인에게 인센티브를 제공하며 착한임대인 운동 활성화를 유도함
2023,대전광역시 대덕구,청년 복지,1박 2일 숲체험 힐링 캠프,"청년 1인가구 증가에 따른 정서적 지원의 필요성이 제기됨
온라인 공간 생활 확장과 고용불안 및 경제적 취약 문제로 인해 청년가구의 고립과 우울감이 증대됨
대덕구와 국립대전숲체원이 보유한 인프라를 활용하여 청년가구의 복지 체감도를 향상시키는 방안을 모색함","국립대전숲체원에서 우드버닝, 숲밧줄놀이, 반려식물 만들기 등 다양한 활동과 문화공연, 숲길라잡이를 통해 청년들의 힐링을 지원하는 프로그램을 시행함","1인 가구 청년을 대상으로 숲체험 캠프 운영을 통해 우울감 해소 및 공동체 의식 고양 등 정서 지원에 기여함
총 사업비는 600천원이 투입됨"
2022,대전광역시 대덕구,청년 복지,"자치구 청년공간 운영지원사업(대덕구 청년, 벙커로 헤쳐모여)","청년들이 자유롭게 소통하고 활동할 수 있는 공간 인프라 확대 및 지역 청년들의 활동 거점 마련이 요구됨
청년 수요를 반영한 다양한 지원 프로그램 제공이 필요함","자치구 청년공간 운영지원 사업을 추진하고 청년 1인 가구 지원사업, 청년정책 교육사업 등을 운영함
밀크티 제조, 가죽 공예, 퍼스널 컬러 강의 등 청년 체험 및 교육 프로그램을 진행함
청년정책 연구소를 운영하여 소통, 인프라, 명사 특강, 실습 등 청년 활동가들의 활동 사례 공유를 통한 의제 설정과 추가 교육을 통한 정책 제안 기회를 제공함
영상 제작 지원을 위해 연기반 워크숍을 진행하고 제작된 컨텐츠를 바탕으로 대덕구 청년 영상제를 개최함","청년 체험 및 교육 프로그램 진행을 통해 청년 창업가·창작자를 대상으로 강의 기회를 제공함
청년정책 연구소 사업을 통해 청년정책 제안 3건 및 청년정책 공모사업 참여팀 2팀을 발굴함
대덕구 청년 영상제 사업을 통해 총 11편의 영화·영상 제작 및 청년 문화 기반의 영화 총 5편의 초청-상영이 이루어짐"
,대전광역시 대덕구,청년 복지,1박 2일 숲체험 힐링 캠프,"청년 1인가구 증가에 따른 정서적 지원의 필요성이 제기됨
온라인 공간 생활 확장과 고용불안 및 경제적 취약 문제로 인해 청년가구의 고립과 우울감이 증대됨
대덕구와 국립대전숲체원이 보유한 인프라를 활용하여 청년가구의 복지 체감도를 향상시키는 방안을 모색함","국립대전숲체원에서 우드버닝, 숲밧줄놀이, 반려식물 만들기 등 다양한 활동과 문화공연, 숲길라잡이를 통해 청년들의 힐링을 지원하는 프로그램을 시행함","1인 가구 청년을 대상으로 숲체험 캠프 운영을 통해 우울감 해소 및 공동체 의식 고양 등 정서 지원에 기여함
총 사업비는 600천원이 투입됨"
2019,대전광역시 대덕구,복지,"찾아가는 복지서비스, ‘동행’하면 ‘소통’도 ‘돌봄’도 쉽습니다!","주민들의 건강 수준이 전국에서 최하권을 맴돌고 있음 (미치료율, 당뇨병 치료율 최하위)
열악한 주거환경 등 물리적 환경과 사회경제적 지지체계도 부재함
특히 법1, 2동은 영구임대 아파트와 부족한 문화시설로 젊은 층의 유입이 줄고, 하루 평균 16.5명이 구를 떠나는 상황임","희망복지 지원단을 발족하고 통합사례 관리, 자원관리, 민관협력, 긴급 지원 등 맞춤형 서비스를 제공함
민들레의료복지 사회적 협동조합과 함께 민관학협력 복지전달 체계를 구축함
주민 생활에 밀착된 주민자치(위원회)를 통해 마을 현안 사업을 추진하고 공동체 역량을 강화함","민관협력을 통한 지역사회 건강자원 네트워크를 구축함
선제적으로 복지 위기가구를 발굴하고 돕는 분위기를 지역 내에 확산함
주민들의 참여를 높이고 보다 촘촘한 사회안전망 제공을 기대함"
2020,대전광역시 대덕구,복지,근로자 권리 보호 및 증진을 위한 조례 제정,"‘노동과 기업하기 좋은 도시’를 만들기 위해 대덕구 내에 위치한 산업단지 근로자의 권리 보호가 필요함
대덕구에는 대전산업단지, 대덕산업단지 등 다수의 산단이 위치하고 있어 근로자의 권리 보호에 대한 행정적 관심과 지원이 특히 요구됨","노동정책기본계획 수립 연구용역을 요청함
근로자권익보호위원회를 설치함(15인)
노동전문가를 위촉함(양대노총 시지부 사무처장, 지역노동조합위원장, 대학교수, 지방고용노동청 관련과장 등)
노동행정 전담기구인 대덕구 노동자권리보호증진센터를 설치함","사전 예방과 교육, 노동자 공감, 실천 행정 차원에서 기초자치단체에서의 노동행정이 가능해짐
노동자 권리 증진을 위한 지역 네트워크를 강화함"
2023,대전광역시 유성구,청년 복지,청년모임활성화사업 꿈을잡고(JObGo),청년의 창의적이고 자율적인 활동 지원으로 다양한 경험 공유 및 사회참여 기회 제공으로 꿈을 실현할 수 있는 기회 제공하고자 함,소모임 활동비 및 프로젝트 실행 과업수행비 지원하여 청년들의 지역정착을 유도하여 지역사회의 활동 주체로 육성함,"팀별 10개팀(42명) 활동 및 지원하고 프로젝트 모임 2개팀(11명) 활동 및 지원하함
청년 주도적으로 모임을 구성하고 주체적으로 실행해 나감으로써 자신의 가치를 찾을 수 있는 계기 마련함
청년들이 현실에서 여러 이유로 포기했던 꿈을 「꿈을잡고」 프로젝트를 통해 펼쳐볼 수 있는 기회 제공함"
2022,대전광역시 유성구,교육,주민참여예산제의 질적 성장을 위한 교육·행사 다변화 추진,"양적 성숙기에 들어선 주민참여예산제의 질적 성장으로의 전환이 추진됨
주민참여예산제 및 주민자치 전반에 대한 주민 이해를 돕고 우수사례 공유 등을 통해 민‧관이 함께 제도의 발전방안을 고민하고자 함","권역별, 다양한 정책대상별로 찾아가는 참여예산학교를 운영함
주민자치 역량강화를 위한 성장단계 맞춤형 찾아가는(현장방문) 교육을 추진함
'2022 지역공론장 운영'을 통해 분야별 주요의제에 대한 주민의견을 수렴함
유성형 주민자치 소규모 학습모임 지원하고 유성구 주민자치 정책박람회를 개최함","지역문제 해결을 위한 공론의 장을 마련하여 숙의 토론 및 주민참여를 활성화함
주민이 마을의 의제 및 사업에 대하여 주도적으로 해결책을 찾아가고 토론 등을 통하여 숙의과정을 경험하는 기회를 제공함
주민자치 정책박람회를 통해 주민자치회와 마을공동체가 함께 지난 성과를 공유하고 발전 방향을 모색하는 계기를 마련함"
2022,대전광역시 유성구,교육,환경을 생각하는 다양한 시책사업의 발굴·추진,"최근 지구촌 이상기후 및 재난(코로나19 등 감염병, 폭염) 등으로 이슈화되고 있는 환경 및 기후위기와 관련하여 공동대응 필요성에 대한 공감대가 확산됨","관내 주택가 및 공원에 아이스팩 수거함을 설치하여 아이스팩을 수거·세척하여 재활용하는 '합시다 아이스팩 수거사업'을 진행함
자원 재활용 시 보상을 제공하는 자원회수기를 시범 설치 및 운영함
전 연령대를 대상으로 우리 지역의 환경문제를 인식하도록 다양한 교육 및 체험활동을 진행하는 '일상에서부터 실천하여 개선하는! 온천2동 2022 환경교육'을 실시함
원신흥동 아동, 청소년 환경교육 및 체험프로그램인 '스마일 환경지킴이'를 운영하여 아이들을 대상으로 환경에 대한 인식을 즐겁게 배울 수 있도록 함","무분별하게 버려지는 자원의 재활용 추진 및 재활용에 대한 인식이 개선됨
자원 재활용시 보상을 제공하는 자원회수기 설치를 통하여 올바른 분리배출문화 정착 및 자원순환을 촉진함
자라나는 아동 청소년을 대상으로 환경교육, 리사이클링 및 업사이클링 교육과 체험을 통해 쓰레기에 대한 인식을 변화시킴"
,대전광역시 유성구,청년 복지,청년모임활성화사업 꿈을잡고(JObGo),청년의 창의적이고 자율적인 활동 지원으로 다양한 경험 공유 및 사회참여 기회 제공으로 꿈을 실현할 수 있는 기회 제공하고자 함,소모임 활동비 및 프로젝트 실행 과업수행비 지원하여 청년들의 지역정착을 유도하여 지역사회의 활동 주체로 육성함,"팀별 10개팀(42명) 활동 및 지원하고 프로젝트 모임 2개팀(11명) 활동 및 지원하함
청년 주도적으로 모임을 구성하고 주체적으로 실행해 나감으로써 자신의 가치를 찾을 수 있는 계기 마련함
청년들이 현실에서 여러 이유로 포기했던 꿈을 「꿈을잡고」 프로젝트를 통해 펼쳐볼 수 있는 기회 제공함"
2023,대전광역시 유성구,청년 문화,슬기로운 부캐생활,"영상컨텐츠 문화 및 메이커 문화는 4차 산업시대에 다양한 혁신을 만드는 요인으로 대전의 청년들이 새로운 아이디어를 실현함으로써 창업과 혁신에 뛰어들 수 있는 역량을 강화하기 위한 지원 방안을 마련하고자 함
지역에서 새로운 직업의 발견으로 청년들의 지역이탈을 방지하고 자립할 수 있는 계기를 마련하고자 함
'본캐'가 만족스럽지 않아서 '부캐'로 새 정체성을 찾아가는 청년들이 증가하는 추세임","청년마을 '여기랑' 공간 및 자립을 위한 단계별 프로그램을 운영함
1차년도는 청년 유입(메이커&크리에이터), 2차년도는 캐릭터 발굴(비즈니스 모델 발굴), 3차년도는 자립 및 도약(본격 비즈니스)로 구성됨
장소는 메이커스페이스, 필름스튜디오, 코워킹스페이스이며 각각 작업공간, 영상제작, 워크숍 등을 운영하는 공간으로 마련됨","마을 내 공간을 중심으로 청년들의 지역 정착 유도를 위한 네트워킹을 형성함
지역자원과 함께하는 메이킹, 로컬영상제작 등 개인 역량을 구축함
청년마을 '여기랑'을 기반으로 네트워킹, 기획, 자원연계, 자립시도하는 청년들을 지원함"
2021,대전광역시 유성구,문화,들썩들썩 온천마을 방송국,"미디어 활용이 활발하게 이뤄짐에 따라 정책 홍보 수단을 다양화 할 필요가 있음
홍보 플랫폼을 다각화하여 주민들이 소통할 수 있는 공론의 장을 마련하고자 함","동네방송국 방음 공사, 방송장비 구입 등 온천1동 행정복지센터 휴게실에 방송 부스를 설치함
동네방송국 프로그램 운영 계획 수립(온천1동 주민자치회)하여 주민들에게 다양한 정보를 제공함
온천1동 주민자치회 유튜브 채널 ‘온천튜브’ 제작하여 운영함","1인 미디어 시대 온천마을 동네방송국 설치로 주민생활과 직결되는 각종 생활정보를 차별화된 콘텐츠로 제작하여 공유함
새로운 홍보수단으로 지역주민에게 주민참여예산사업, 주민총회, 마을축제 등 마을소식을 영상물로 제작하여 정책에 대한 흥미를 유발함"
2022,대전광역시 유성구,복지,유성형 스마트워크센터 구축·운영(대전 유성구),"코로나19로 인한 비대면 시대에 대응하고자 함
근무방식 선진화를 통해 업무 효율을 증대하고자 함","유성형 스마트워크센터를 구축해 육아나 출장 시에도 사무실이 아닌 가까운 거점센터에서 급한 민원처리 등 탄력적으로 업무 처리를 할 수 있게 함
도서관, 행정복지센터 등의 유휴 공간을 활용해 최대 60명의 분산근무가 가능하도록 함","공무원들의 워라밸을 보장하고, 분산근무로 코로나19 예방에 기여함
기존의 집단 근무체계에서 탈피해 효율적이고 혁신적인 새로운 근무환경 도입함"
2019,대전광역시 유성구,청년 문화,(대전 유성) 유성청년이 만드는 ‘안녕마을 이야기’,"유성구는 대덕연구단지 및 충남대·KAIST 등이 위치해있는 4차 산업혁명의 중심지역으로 관내에서 청년·외국인 인구밀도가 높은 지역임
하지만, 건축·시설물의 노후화가 심각하여 지역상인·청년·주민 주도의 자발적 공동체 활동을 통한 도시재생 뉴딜사업을 추진하고자 함","도심활력 증진을 위해 청년·상인·주민 주도로 지역상생발전, 창업, 안전망 조성 및 주거 환경 개선을 통한 도시재생 뉴딜사업 ‘안녕마을’ 조성을 추진함
주민공청회, 주민주도형 마을축제 '안녕축제', 주민커뮤니티 '막걸리파티' 등 다각도로 주민 의견을 수렴하여 도시재생 종합계획의 주요 아이템을 발굴함
마을공동체 브랜드 '유성매직(유성매직으로 그림을 그리 듯 공동체가 마을을 그리는 유성의 모습을 내포)'을 개발하여 사업을 브랜드화 함","지속가능한 마을지원센터를 구축하고 운영주체를 확립함
셰어하우스 등 정주환경과 마을브랜딩을 통한 수익창출형 지역순환경제를 구축함
‘젠트르피케이션’ 없는 주민 주도의 건강한 ‘재생(Re-Generation)’으로 청년, 외국인, 상인 간 연대를 통한 상생발전 및 사업종료 후 자생 발전을 도모함"
2019,대전광역시 유성구,청년,유성청년이 만드는 ‘안녕마을이야기',"어은동(온천2동) 지역은 한국과학기술원(KAIST), 대덕연구단지, 충남대학교, 구청 등의 인접지역으로 내재 자원이 풍부함
방치되고 낙후된 환경으로 중점도시 기능이 저하됨에 따라 도시재생의 필요성이 대두됨","‘젠트리피케이션’ 없는 주민 주도의 건강한 ‘재생(Re-Generation)’을 기획함
청년 주축 마을 활성화 및 주민 주도 마을 커뮤니티센터와 연계 계획함
주민설명회, 공청회, 설문조사 등 다각도로 주민의견 수렴을 통한 맞춤형 콘텐츠를 개발함","지역 최초 현장지원센터 청년단체 민간위탁으로 진정한 자립형 도시재생을 실현함
대전시 혁신창업 『Start-Up 타운』 조성 연계 및 뉴딜 시범사업 선정 100억 원을 확보함
지역화폐를 통한 기금 조성 및 ‘안녕마을’ 브랜딩을 통한 수익창출형 지역 순환 경제를 구축함"
2019,대전광역시 유성구,청년,여기는 먹거리 자치 1번지 유성구입니다,"삶의 질 향상에 따른 주민의 먹거리에 대한 인식 변화로 로컬푸드 선순환 체계 강화 및 안정성 확보 여론이 대두됨
급격한 도시개발과 인구증가에도 불구하고 여전히 농촌지역을 품고 있는 유성구 특성에 맞는 도시형 로컬푸드 2단계 도약 사업 추진 필요성을 인식함","로컬푸드 물류유통 인프라 확충을 추진함
로컬푸드 가공산업 육성 및 청년 일자리 창출을 위해 노력함
민관 거버넌스 기반 지역 푸드 플랜 구축 및 협치의 장을 마련함","유성푸드통합지원센터 건립 운영으로 생산․ 유통․ 소비․ 복지 등을 아우르는 통합적 로컬푸드 선순환 체계를 구축함
로컬푸드 가공체험교육 및 취․창업 지원 프로그램 운영으로 로컬푸드 인식 확산 및 일자리 창출에 기여함
민관 거버넌스 기반 유성구 푸드플랜 5개년 종합계획 수립으로 주민복지 증진 및 지역경제 활성화를 위한 도시형 푸드플랜 모델을 정립함"
2020,대전광역시 유성구,청년,호화사치성? 네일숍 서민과 청년 민생 영업장으로 탈바꿈 하다,"일부지역(특·광역시 등)에 한해 네일숍 사업장은 간이과세 배제업종으로 지정됨
1인 영세사업장이 간이과세 배제된 이유가 호화사치, 현금거래 등 간이과세 배제업종으로 지정되었기 때문임
이에 네일숍은 대부분 40㎡(구 12평) 이하 1인 영세사업장임에도 불구하고, 여전히 특·광역시와 경기일부 지역에서는 일반과세로만 사업자를 등록할 수밖에 없었음","부가가치세법 제61조(간이과세의 적용 범위)에서는 연 매출 4,800만 원 이하 등 간이과세자 적용 기준을 정의하고, 동법 대통령령으로 배제 대상을 지정하고 있음
이중 국세청장 고시로 지정하는 업종에 네일숍이 포함되어 있었기에 국세청의 고시 개정만으로도 문제가 해결될 수 있음을 발견함
국무조정실에서 주관하는 대전지역 규제혁신 현장간담회에 참석하여 국세청 고시 개정을 요구함","전국 네일숍 1만여 개 중 80%가량인 2인 이하 소규모 영세사업자 세제혜택이 기대됨
자격증 취득자와 경력단절 여성의 창업 유도를 통한 실업난 해소로 서민생활 안정에 크게 기여할 것으로 기대함
미용분야 청년창업의 장애요소 제거라는 큰 의미도 가질 것임"
2020,대전광역시 유성구,교육,찾아가는 예산학교,"지역 문제 해결을 위한 의제발굴과 예산수립에 참여하도록 유도할 필요가 있음
지역에 대한 관심도가 저조함","찾아가는 성인 예산학교를 운영함
청소년 예산학교를 운영함
유성구 및 대전시, 타 시·도의 주민참여예산 사업의 사례 공유로 주민참여의식을 향상함","주민들의 주민참여예산제에 대한 이해도를 제고함
주민참여예산제 운영 환경 구축 및 활성화함
지역사회(마을)에 대한 관심과 공동체의식을 향상함"
2021,대전광역시 유성구,청년 문화,디지털 골목식당 청년 IT지원단,"유성구의 숙박과 음식업체 수가 전체 사업체의 21%로 높고, 사업체별 평균 종사자수가 업소별 평균 3명, 무급 가족 종사자 비율 10% 이상으로 디지털을 활용한 경영·인력 운영의 효율화가 요구되며, 젊은 소비층 비율이 높아 디지털 도입이 필요함
소상공인 중에서 온라인·디지털 기술을 활용한 경영서비스 혁신, 매출증대 등 성공 사례 등장으로 디지털에 대한 인식 전환과 관심이 증가함","청년 IT지원단 구성 운영을 통해 청년 IT지원단 역할 : 참여식당 발굴, 디지털화 지원, SNS관리, 메뉴판 디자인 제작 등을 지원함
지역 노포식당의 스토리와 강점을 부각한 콘텐츠 개발과 SNS 마케팅 실시 등을 통해 골목상권 활성화 지원사업을 연계함","산발적으로 분포된 개별 상점 지원으로 정책의 사각지대를 해소함
청년 일자리 창출 및 소상공인 디지털 역량을 강화함"
2024,대전광역시 서구,주거,빈집 방치를 초래하는 불합리한 재산세 제도 개혁,"급격한 인구 감소에 따른 빈집 증가로 인한 인근 지역의 슬럼화 등의 안전상 문제와 쓰레기 투기 및 적재 등 도시 미관 저해 문제가 발생함
빈집 철거 시 재산세가 주택분에서 높은 세율과 누진이 심한 토지분(종합 합산)으로 과세되는 불합리한 재산세 과세제도로 소유주의 민원 발생 또는 빈집을 방치하는 문제 증가함
빈집 관리 체계 미비로 빈집 소유주가 자발적으로 관리할 수 있는 제도와 전담 부서 설치가 필요함","대전광역시 서구는 2023년 6월, 빈집 문제 해결을 위한 재산세 세율 및 감면 개선 방안을 검토함
행안부,대전광역시 서구, 중앙지방정책협의회의 협의를 통해 지방세법 시행령 개정 입법 예고를 추진함
행안부는 재산세 중과세 완화 및 빈집세 신설 방안에 대한 장기 검토 진행하고 있음","대전광역시 서구는 행안부 요청을 통해 지방세법 시행령 개정을 통해 빈집을 철거하면 재산세 특례를 받는 제도를 마련함
재산세 합산 기간 연장과 토지세 부담 상한 특례 적용으로 소유주 부담이 완화됨
빈집 철거 후 1년 이상 공공용도로 활용 시 세제 혜택 확대 등 지속적인 제도개선을 추진함"
2023,대전광역시 서구,청년 문화,대전 서구 청년예술가 지원 「청춘컬렉션」,예술활동 기회가 부족한 지역 청년 예술가들을 위한 활동 공간 마련과 구 청사 방문자 및 직원들을 위한 문화예술 향유 기회 제공이 필요함,"분기별로 구청사 및 2개 도서관에 청춘컬렉션 전시 공간을 마련, 청년작품 48점 전시 및 큐레이팅, 평론 프로그램 개최, 작품 운송비와 게시비 전액을 지원함","청년예술가에게 전시 활동 기회를 제공하여 예술 생태계 진입 장벽을 낮추고, 신진 청년작가 육성 도모함
총 사업비는 35.8백만원 책정됨"
2022,대전광역시 서구,청년,청년 자본확충 공모사업,청년에게 능동적인 사회 참여 기회 제공을 통해 역량 강화를 도모하고자 함,"청년이 공동체 활동을 통해 청년 문제 해결의 주체로 성장할 수 있도록 청년 자본확충 공모사업을 추진하고 3개의 참여 단체를 선정함
'도시를 가꾸는 텃밭'은 텃밭 작물 재배 및 재배 작물 요리를 통한 공동체 활동을 진행함
'MZ멘토'는 청년 멘토링 커뮤니티를 개최하여 청년공연, 청년멘토 특강 등을 진행함
'컬처스페이스랩'은 패션 업사이클링 프로젝트를 추진하고 티셔츠 커스터마이징, 리폼 등 헌 의류 재활용 활동을 수행함","도시를 가꾸는 텃밭 활동에 70명, MZ멘토의 프로젝트에 60명, 컬쳐스페이스랩 활동에 108명이 참여함
다양한 활동을 바탕으로 청년의 도전 의식 고취, 공동체 의식 함양 및 사회 참여 역량 강화에 기여함"
2021,대전광역시 서구,청년 교육,청년에게 더 가까이，청년의제연구 워크숍,"청년이 정책 주제로 자리매김할 수 있는 정책 참여 기반을 강화하고자 함
지역 상황에 맞는 청년정책 의제 발굴을 통한 청년 의식을 고양시키기 위함","서구청장，서구의회 의장，서구 청년네트워크 회원이 참여하고 대전 청춘정거장에서 진행됨
청년의 자발적 문제 해결 역량 강화를 위한 사례 공유，토론 및 논의를 진행함
사업비는 2.7백만원이며, 1차, 2차 워크숍을 개최함","청년들과의 대화를 통해 현장의 목소리 및 다양하고 복잡한 MZ 세대의 고민에 대한 공감대를 형성함
특강 및 주제 토론 등을 통한 청년정책 의제 발굴 역량을 강화시킴"
2021,대전광역시 서구,청년 교육,공공기관 청년층 일자리체험 사업,대학생들에게 진로 선택을 위한 직장 경험과 경력 형성 기회를 제공하여 청년층 취업능력 향상 도모하고자 함,"청년들에게 공공기관에서의 일자리 경험을 제공하는 프로그램으로 2021년에는 총 92명을 대상으로 공공기관 청년층 일자리체험사업을 추진함
하계에는 51명을 선발하여 배치하였고 추계에는 1명을 선발하여 배치, 동계에는 40명을 선발하여 배치함","공공기관에서의 직업체험으로 진로선택 및 취업능력 향상 기대함
코로나19 장기화로 인한 고용·소득 불안정 등 어려움을 겪는 청년층 증가에 따라 지역 청년층의 꾸준한 관심과 수요가 증대됨"
2022,대전광역시 서구,청년,청년참여예산제 추진,"특정 세대에 편중되지 않고, 우리 지역 청년층이 참여하고 공감할 수 있는 청년 체감형 사업추진이 필요함","청년 효과사업 발굴을 위해 제안사업 검토 및 공모 예산액 60백만원 설정으로 동(洞)과 병행추진함
주민참여예산위원회 청년 위원을 위촉함
온라인 및 오프라인으로 청년참여 우선순위 선정을 위한 청년투표를 실시함
청년 당사자들의 주민참여예산제 청년참여예산 시범사업 추진 후 소통의 장을 마련하여 제도 발전을 위한 건의·개선사항을 수렴함","청년들의 미래 혁신적 관점을 주민참여예산 편성에 반영하여 실효성 있는 청년 정책과제를 발굴·제안함
주민참여예산기구 참여 계층 구성의 다원화 및 균형화로 대표성을 확보함"
2022,대전광역시 서구,교통 문화,탈권위 포용으로 실행력을 높인 대전 서구 지식행정_아시아 최고 수준! 갑천누리길 자전거 펌프트랙 조성,"환경과 교통문화 다변화를 위한 자전거 이용 활성화 정책에 따라 늘어나는 자전거 이용자에 대한 체계적인 교육과 연습공간의 필요성이 제기됨
국제수준의 교육·관광형 랜드마크로 자전거 펌프트랙, MTB연습장 조성이 필요함","도심지 내에 대규모 토지 확보가 절실한 상황에서 한국도로공사와의 협업을 통해 
사업부지(남부순환고속도로 무세골교 하부)를 확보하여 부지매입비 20억원을 절감함
선진시설 벤치마킹과 코로나19 여파로 프랑스 엔지니어의 입국 및 기술지도가 어려워진 상황에서 구 자체적으로 코스 재설계, 시공기술 연구개발로 한계를 극복함
대중적 이용과 시설 가치를 높이기 위해 자전거 관련 단체 및 전문선수와 함께 자전거 이용 활성화방안 등 소통과 협력으로 불확실성을 해소함","갑천누리길 펌프트랙이 전국적인 자전거 핫플레이스로 급부상하여 대전의 새로운 랜드마크가 되었으며, 긍정적인 이미지 변화와 함께 지역경제 활성화에 기여함
각종 매스컴을 통한 홍보 및 원스톱 수행 과정에 대한 타 시도 벤치마킹이 쇄도함
펌프트랙 시설을 기반으로 갑천누리길 자전거 테마공원을 조성하여 시민이 안전하고 편리하게 이용할 수 있는 공간을 마련할 계획임"
,대전광역시 서구,청년 문화,대전 서구 청년예술가 지원 「청춘컬렉션」,예술활동 기회가 부족한 지역 청년 예술가들을 위한 활동 공간 마련과 구 청사 방문자 및 직원들을 위한 문화예술 향유 기회 제공이 필요함,"분기별로 구청사 및 2개 도서관에 청춘컬렉션 전시 공간을 마련, 청년작품 48점 전시 및 큐레이팅, 평론 프로그램 개최, 작품 운송비와 게시비 전액을 지원함","청년예술가에게 전시 활동 기회를 제공하여 예술 생태계 진입 장벽을 낮추고, 신진 청년작가 육성 도모함
총 사업비는 35.8백만원 책정됨"
2023,대전광역시 서구,청년,"대전 서구 청년창업 토탈브랜드, 「프로젝트 Y」","청년창업의 데스밸리(Death valley curve, 초기 사업이 이제 막 작동하지만 아직 수입은 없는 구간) 극복을 위해 창업 전반에 걸친 종합 육성이 필요함
청년창업의 5년 내 생존율 제고를 위한 창업 초기 자립 지원이 요구됨","사업 참여자 맞춤형 교육 및 컨설팅 프로그램은 온·오프라인 교육 매칭, 지원 분야별 멘토 매칭하는 내용임
사업 참여자 및 기업가, 유관기관 네트워킹 프로그램은 1.지역 우수기업 탐방, 포럼 참석 등 주요 산업 동향 학습지원, 2.선배 벤처기업가 등 네트워킹 지원을 통한 창업 노하우 제공, 3.기업 간 네트워킹을 통한 협력체계 구축으로 구성됨","맞춤형 교육 및 컨설팅(41회, 8개사)을 실시했으며, 기업 네트워킹(9회, 336명) 프로그램을 진행함
사업화 자금지원 후 매출 60백만 원 상승하는 성과를 이뤘으며, 신규사업자등록 1건 / 특허・인증 취득 2건을 진행함
사업을 통해 예비·초기 청년창업 생존율 제고 및 참여기업 네트워크 확대에 기여함"
2021,대전광역시 서구,교통,"마을계획 미선정 사업, 리빙랩으로 해결","골목형 공동체 마을계획의 의제로 발굴되었으나, 예산 한계로 미선정 됨
해당 지역은 노인, 장애인 등 교통약자들이 많이 거주하는 임대아파트로, 대중교통을 이용하기 불편한 문제가 있음","마을조사를 위해 사업단, 조사원, 연구원이 현장조사, 참여관찰조사, 인터뷰 조사, 마을현황 조사를 수행함
44명의 사업단과 유관기관이 참여한 정책제안 보고회에서 조사한 발표하고 질의응답 및 개선방안을 모색함","대전광역시는 버스노선을 연장하거나 추가하여 배차간격을 조정하였고, 서구청은 교통약자를 위한 노인 보호구역을 지정함
대전지방경찰청은 정문 앞 횡단보도 신설을 협의함
주민참여예산 제안사업의 예산 부족 한계를 극복하기 위해 리빙랩 사업으로 연결하여 지자체, 버스운송사업조합, 경찰청 등 유관기관이 협업하여 교통약자의 불편을 해소하는데 기여함"
2022,대전광역시 서구,복지,민·관·학이 함께하는 공영장례(대전 서구),"2017년부터 2021년 상반기까지 혼자 생을 마감한 충청권의 무연고 사망자가 총 1,205명이 이름
취업난과 주거불안에 따른 비혼과 이혼 증가, 저출산, 고령화, 핵가족화, 가족 기능 약화 및 단절로 인해 무연고자의 고독사가 증가하고 있음
이들은 장례절차 없이 안치실에서 바로 화장 처리되는 등 홀대받고 있음","서구는 고독사자를 대상으로 인간으로서 최소한의 존엄성을 누리며 생의 마지막을 보내도록 공영장례서비스인 '고독사자 장례식'을 진행함
공공과 민간단체, 학교가 협력해서 장례절차 전반에 대해 지원함","사회적 약자의 공공서비스 사각지대를 해소함
공공과 민간, 학교의 협력으로 무연고 사망자의 체계적인 장례서비스를 제공해서 지역공동체 형성과 고독사자에 대한 사회적 관심을 높이는 데 일조함
공영장례에 민간의 참여가 지속적으로 확대되고, 지역 돌봄 체계의 확대와 사회안전망 확충을 통한 지역사회의 참여를 유도할 계획임"
2019,대전광역시 서구,복지 교육,"(대전 서구) 아동이 행복한 대전 서구, 온종일 돌봄 생태계 구축","양육환경 변화에 따른 돌봄 수요의 증가로 보육·돌봄 서비스가 확대되고 있으나 여전히 서비스 사각지대가 발생함
지역 내 다양한 자원을 활용해 지역단위 돌봄체계를 구축하여 탄력적인 돌봄서비스를 제공하고자 함","교육청과 협업해 지역 내 돌봄 수요를 유형별로 촘촘하게 조사하여 돌봄 공급계획을 수립하고, 마을자원을 활용한 유휴공간 돌봄 인프라를 확충함
온종일 돌봄교실 개소를 통한 탄력적인 돌봄서비스를 제공함
자원봉사자, 마을 공동체, 은퇴교사, 경력단절여성 등 지역주민을 우선적으로 채용하고 활용하여 돌봄 서비스 인력을 확보함","지역사회 중심의 자발적이고 주도적인 아동 돌봄체계를 구축함
촘촘한 돌봄공간 마련으로 사각지대 없는 돌봄 환경을 조성함
돌봄·교육의 복합공간 구축을 통해 부모의 양육 부담을 완화함"
